Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power,Location
2021-01-11 10:00:00,30.2,68,21.0,6.26,10.16,297,299,10.8,0.3045,Location2
2021-01-11 11:00:00,32.3,64,21.3,6.07,8.85,303,304,10.8,0.3113,Location2
2021-01-11 12:00:00,33.7,62,22.0,6.2,8.68,308,308,11.3,0.3016,Location2
2021-01-11 13:00:00,34.9,61,22.8,5.92,8.12,307,308,11.5,0.2752,Location2
2021-01-11 14:00:00,35.8,60,23.3,5.3,7.16,306,306,11.0,0.2488,Location2
2021-01-11 15:00:00,36.0,60,23.3,5.01,7.12,299,299,9.7,0.2224,Location2
2021-01-11 16:00:00,34.5,63,23.2,4.52,7.57,298,299,9.0,0.1961,Location2
2021-01-11 17:00:00,30.9,70,22.2,3.9,8.01,293,298,7.6,0.1697,Location2
2021-01-11 18:00:00,28.0,77,21.7,3.58,7.84,293,300,6.6,0.1644,Location2
2021-01-11 19:00:00,27.5,76,21.0,3.23,7.27,292,302,6.0,0.1802,Location2
2021-01-11 20:00:00,27.5,75,20.6,3.29,7.27,290,302,5.4,0.1959,Location2
2021-01-11 21:00:00,28.1,72,20.3,3.26,7.2,281,295,5.8,0.2117,Location2
2021-01-11 22:00:00,28.0,72,19.9,3.7,7.67,268,282,6.0,0.2275,Location2
2021-01-11 23:00:00,29.0,68,19.9,4.0,8.4,269,279,6.6,0.2432,Location2
2021-01-12 00:00:00,30.1,67,20.3,4.22,8.53,256,265,6.9,0.259,Location2
2021-01-12 01:00:00,30.0,68,20.8,4.84,9.6,263,270,8.1,0.2748,Location2
2021-01-12 02:00:00,30.3,69,21.3,5.32,10.14,258,265,8.7,0.2906,Location2
2021-01-12 03:00:00,30.2,70,21.5,5.57,10.64,261,265,9.3,0.3063,Location2
2021-01-12 04:00:00,30.4,69,21.5,5.97,11.13,261,266,9.9,0.3221,Location2
2021-01-12 05:00:00,30.4,69,21.3,6.08,11.24,261,265,10.2,0.3268,Location2
2021-01-12 06:00:00,29.9,73,22.5,5.71,10.84,259,265,10.2,0.3204,Location2
2021-01-12 07:00:00,29.7,74,22.4,5.81,10.81,259,267,9.9,0.3139,Location2
2021-01-12 08:00:00,29.8,74,22.5,5.82,10.94,258,265,9.9,0.3075,Location2
2021-01-12 09:00:00,31.3,70,22.7,6.26,11.29,257,263,10.5,0.3011,Location2
2021-01-12 10:00:00,34.2,64,23.1,6.48,11.14,261,265,10.9,0.2946,Location2
2021-01-12 11:00:00,37.1,57,23.3,7.11,11.4,267,268,12.0,0.2882,Location2
2021-01-12 12:00:00,39.9,51,23.5,7.32,11.78,275,277,12.6,0.2852,Location2
2021-01-12 13:00:00,41.5,49,23.9,6.93,11.12,275,278,12.6,0.2855,Location2
2021-01-12 14:00:00,43.4,46,24.3,6.84,10.39,276,278,11.9,0.2858,Location2
2021-01-12 15:00:00,44.0,46,24.4,6.24,9.75,282,283,11.8,0.2862,Location2
2021-01-12 16:00:00,41.9,50,24.5,4.56,8.51,285,288,10.4,0.2865,Location2
2021-01-12 17:00:00,37.1,60,24.4,3.92,8.69,276,282,7.7,0.2868,Location2
2021-01-12 18:00:00,34.9,67,25.2,3.5,8.24,268,280,6.7,0.2748,Location2
2021-01-12 19:00:00,34.3,68,24.6,3.71,8.16,265,277,6.1,0.2505,Location2
2021-01-12 20:00:00,34.7,66,24.4,4.03,8.71,263,273,7.0,0.2261,Location2
2021-01-12 21:00:00,35.9,63,24.4,3.75,7.7,261,271,6.8,0.2018,Location2
2021-01-12 22:00:00,36.3,62,24.4,3.35,6.91,260,273,6.3,0.1775,Location2
2021-01-12 23:00:00,36.1,62,24.4,2.77,5.71,257,274,5.6,0.1531,Location2
2021-01-13 00:00:00,36.9,60,24.4,3.26,5.57,243,252,5.2,0.1288,Location2
2021-01-13 01:00:00,36.4,60,24.0,3.89,7.54,244,248,6.3,0.1044,Location2
2021-01-13 02:00:00,37.6,57,23.7,3.94,8.05,243,245,6.6,0.0801,Location2
2021-01-13 03:00:00,38.5,54,23.4,4.75,9.55,240,239,7.7,0.0558,Location2
2021-01-13 04:00:00,39.3,51,22.6,5.55,10.51,242,243,9.2,0.0314,Location2
2021-01-13 05:00:00,39.3,52,23.1,5.55,10.36,244,248,9.6,0.0235,Location2
2021-01-13 06:00:00,36.9,67,26.9,4.65,9.3,251,258,9.2,0.0321,Location2
2021-01-13 07:00:00,35.5,69,26.4,4.84,9.24,252,260,8.0,0.0406,Location2
2021-01-13 08:00:00,34.9,71,26.3,4.74,9.4,263,272,8.4,0.0491,Location2
2021-01-13 09:00:00,35.4,71,27.0,5.36,10.0,261,269,8.6,0.0577,Location2
2021-01-13 10:00:00,39.4,62,27.3,5.52,9.5,265,271,9.6,0.0662,Location2
2021-01-13 11:00:00,42.5,57,28.4,5.3,8.72,259,266,9.1,0.0747,Location2
2021-01-13 12:00:00,45.6,53,29.3,4.71,7.4,253,257,9.0,0.098,Location2
2021-01-13 13:00:00,47.0,52,30.1,4.37,6.32,250,252,8.4,0.1361,Location2
2021-01-13 14:00:00,48.2,52,31.2,4.09,5.82,248,251,7.8,0.1742,Location2
2021-01-13 15:00:00,46.7,56,31.9,3.75,6.33,224,231,7.4,0.2123,Location2
2021-01-13 16:00:00,43.5,62,31.6,4.39,8.32,229,231,7.0,0.2504,Location2
2021-01-13 17:00:00,41.0,67,31.0,5.46,10.14,246,248,9.1,0.2885,Location2
2021-01-13 18:00:00,41.1,75,33.7,7.05,12.95,252,257,10.4,0.3058,Location2
2021-01-13 19:00:00,40.1,85,36.0,4.07,8.52,245,254,11.8,0.3023,Location2
2021-01-13 20:00:00,38.8,86,35.0,5.28,10.59,251,252,9.2,0.2989,Location2
2021-01-13 21:00:00,39.6,79,33.6,7.57,13.15,278,283,11.6,0.2954,Location2
2021-01-13 22:00:00,41.5,68,31.6,7.72,13.01,301,303,16.6,0.292,Location2
2021-01-13 23:00:00,41.3,72,33.1,7.75,13.05,290,292,13.1,0.2885,Location2
2021-01-14 00:00:00,40.3,57,26.2,9.81,15.97,290,292,17.5,0.285,Location2
2021-01-14 01:00:00,38.2,55,23.6,9.99,15.84,288,289,17.1,0.2816,Location2
2021-01-14 02:00:00,36.5,61,24.2,9.3,14.71,287,288,17.4,0.2781,Location2
2021-01-14 03:00:00,35.8,60,23.3,9.12,14.4,285,287,16.2,0.2747,Location2
2021-01-14 04:00:00,34.9,61,22.8,9.7,15.19,284,286,16.9,0.2712,Location2
2021-01-14 05:00:00,33.9,65,23.5,9.74,15.32,289,291,16.9,0.2771,Location2
2021-01-14 06:00:00,33.7,71,25.4,10.66,16.55,299,301,18.2,0.2923,Location2
2021-01-14 07:00:00,33.0,73,25.2,11.16,16.88,306,308,19.5,0.3075,Location2
2021-01-14 08:00:00,33.6,62,21.8,12.17,18.46,314,315,20.9,0.3228,Location2
2021-01-14 09:00:00,33.7,55,19.1,13.08,19.73,315,316,22.9,0.338,Location2
2021-01-14 10:00:00,33.7,51,17.7,12.88,19.38,313,314,22.9,0.3532,Location2
2021-01-14 11:00:00,33.2,54,18.1,11.64,17.58,310,311,22.6,0.3684,Location2
2021-01-14 12:00:00,32.3,58,19.0,13.51,20.15,314,314,25.1,0.376,Location2
2021-01-14 13:00:00,31.8,60,19.7,11.81,18.33,317,317,27.5,0.376,Location2
2021-01-14 14:00:00,32.3,58,19.0,13.34,19.74,320,320,27.2,0.376,Location2
2021-01-14 15:00:00,31.9,58,18.8,14.06,20.72,323,323,25.2,0.376,Location2
2021-01-14 16:00:00,31.0,62,19.7,11.7,17.5,323,323,23.4,0.376,Location2
2021-01-14 17:00:00,30.2,66,20.3,11.3,17.01,324,325,20.5,0.376,Location2
2021-01-14 18:00:00,28.1,66,18.2,12.58,18.9,323,324,19.9,0.3589,Location2
2021-01-14 19:00:00,27.7,66,17.8,11.78,17.82,323,324,22.0,0.3247,Location2
2021-01-14 20:00:00,27.7,66,17.8,11.52,17.45,324,325,20.5,0.2905,Location2
2021-01-14 21:00:00,27.7,67,18.2,10.99,16.56,325,326,20.2,0.2564,Location2
2021-01-14 22:00:00,27.6,68,18.4,11.15,16.78,326,326,19.6,0.2222,Location2
2021-01-14 23:00:00,27.4,69,18.4,10.96,16.46,328,329,19.6,0.188,Location2
2021-01-15 00:00:00,27.3,69,18.5,11.08,16.58,329,330,19.5,0.1538,Location2
2021-01-15 01:00:00,27.0,70,18.3,10.61,15.84,331,332,19.3,0.1196,Location2
2021-01-15 02:00:00,26.6,70,18.1,10.53,15.84,330,331,18.6,0.0855,Location2
2021-01-15 03:00:00,26.1,71,18.0,10.62,15.89,330,331,18.6,0.0513,Location2
2021-01-15 04:00:00,25.6,73,18.1,10.32,15.59,328,330,18.5,0.0171,Location2
2021-01-15 05:00:00,25.3,74,18.1,10.21,15.52,327,329,18.2,0.0336,Location2
2021-01-15 06:00:00,24.3,77,18.1,10.41,16.09,329,330,18.1,0.1008,Location2
2021-01-15 07:00:00,24.2,77,18.1,9.21,14.3,328,329,18.0,0.168,Location2
2021-01-15 08:00:00,23.9,78,18.0,9.71,15.11,328,329,17.1,0.2353,Location2
2021-01-15 09:00:00,24.2,76,17.8,10.05,15.23,329,330,16.8,0.3025,Location2
2021-01-15 10:00:00,24.5,75,17.8,10.0,14.82,329,330,18.6,0.3697,Location2
2021-01-15 11:00:00,25.0,72,17.2,9.93,14.77,335,336,18.4,0.4369,Location2
2021-01-15 12:00:00,25.6,68,16.6,9.81,14.09,343,345,18.5,0.4627,Location2
2021-01-15 13:00:00,26.3,67,16.7,9.34,13.22,347,347,17.5,0.4471,Location2
2021-01-15 14:00:00,26.8,65,16.6,8.19,11.64,342,342,16.5,0.4314,Location2
2021-01-15 15:00:00,26.6,65,16.3,7.76,10.94,345,346,14.9,0.4158,Location2
2021-01-15 16:00:00,26.5,66,16.5,6.93,10.0,340,340,13.7,0.4002,Location2
2021-01-15 17:00:00,25.9,67,16.5,6.37,9.47,338,338,12.5,0.3846,Location2
2021-01-15 18:00:00,23.5,76,17.0,5.83,8.65,329,330,11.0,0.3596,Location2
2021-01-15 19:00:00,23.1,76,16.7,5.47,8.06,329,330,10.2,0.3254,Location2
2021-01-15 20:00:00,22.7,77,16.5,5.64,8.18,333,333,9.9,0.2911,Location2
2021-01-15 21:00:00,22.6,77,16.5,4.92,7.26,336,337,9.8,0.2569,Location2
2021-01-15 22:00:00,22.4,77,16.3,5.24,7.6,331,333,8.9,0.2226,Location2
2021-01-15 23:00:00,22.3,75,15.7,5.31,7.53,340,341,9.8,0.1884,Location2
2021-01-16 00:00:00,22.1,75,15.4,4.83,6.85,336,337,9.5,0.1541,Location2
2021-01-16 01:00:00,22.0,75,15.4,3.86,5.41,343,344,8.7,0.1199,Location2
2021-01-16 02:00:00,21.9,75,15.3,4.03,5.69,337,336,7.2,0.0856,Location2
2021-01-16 03:00:00,21.7,75,15.2,3.54,4.9,344,343,7.3,0.0514,Location2
2021-01-16 04:00:00,21.6,75,15.0,3.2,4.43,340,342,6.4,0.0171,Location2
2021-01-16 05:00:00,21.5,75,14.8,3.01,4.18,339,339,5.8,0.0047,Location2
2021-01-16 06:00:00,20.3,76,14.1,3.45,4.68,338,340,5.5,0.0141,Location2
2021-01-16 07:00:00,20.0,78,14.2,3.85,5.46,335,336,6.8,0.0236,Location2
2021-01-16 08:00:00,19.9,78,14.1,3.58,5.19,330,332,6.9,0.033,Location2
2021-01-16 09:00:00,20.1,77,14.0,3.75,5.17,316,319,6.7,0.0424,Location2
2021-01-16 10:00:00,21.2,73,13.9,3.36,4.5,307,307,7.0,0.0519,Location2
2021-01-16 11:00:00,23.8,65,13.9,4.61,6.05,300,301,8.5,0.0613,Location2
2021-01-16 12:00:00,26.5,59,14.2,5.2,7.08,300,301,10.4,0.0809,Location2
2021-01-16 13:00:00,28.8,53,13.9,4.7,6.36,299,300,10.0,0.1108,Location2
2021-01-16 14:00:00,30.6,48,13.4,5.07,6.95,292,293,9.6,0.1406,Location2
2021-01-16 15:00:00,32.4,46,14.0,5.54,7.73,290,291,10.4,0.1704,Location2
2021-01-16 16:00:00,32.5,49,15.7,5.16,7.97,292,294,10.0,0.2003,Location2
2021-01-16 17:00:00,31.6,55,17.3,5.1,9.06,298,301,8.8,0.2301,Location2
2021-01-16 18:00:00,30.7,64,19.8,5.82,10.62,299,303,9.2,0.2479,Location2
2021-01-16 19:00:00,31.2,66,21.0,6.6,11.65,305,309,11.4,0.2538,Location2
2021-01-16 20:00:00,30.9,67,21.1,6.84,11.9,308,312,11.7,0.2597,Location2
2021-01-16 21:00:00,30.7,66,20.8,7.28,12.42,307,310,12.5,0.2655,Location2
2021-01-16 22:00:00,30.2,68,20.8,7.25,12.25,309,312,12.7,0.2714,Location2
2021-01-16 23:00:00,29.5,70,20.9,7.15,12.09,312,315,12.5,0.2772,Location2
2021-01-17 00:00:00,28.9,73,21.4,7.0,11.83,316,318,12.4,0.2831,Location2
2021-01-17 01:00:00,28.1,77,21.7,6.79,11.63,316,319,12.1,0.289,Location2
2021-01-17 02:00:00,27.3,80,21.9,6.79,11.49,316,319,11.8,0.2948,Location2
2021-01-17 03:00:00,26.8,82,22.1,6.79,11.42,316,320,11.7,0.3007,Location2
2021-01-17 04:00:00,26.2,84,22.2,6.65,11.17,313,316,11.7,0.3066,Location2
2021-01-17 05:00:00,26.1,85,22.2,6.42,10.85,307,311,11.4,0.3016,Location2
2021-01-17 06:00:00,25.6,84,21.4,6.56,11.26,308,312,11.6,0.2859,Location2
2021-01-17 07:00:00,25.3,85,21.6,6.27,10.74,304,309,11.3,0.2701,Location2
2021-01-17 08:00:00,26.9,79,21.3,6.39,10.4,310,313,11.2,0.2544,Location2
2021-01-17 09:00:00,27.1,79,21.4,6.03,9.48,310,313,11.1,0.2386,Location2
2021-01-17 10:00:00,28.1,75,21.4,5.53,8.28,311,313,10.5,0.2229,Location2
2021-01-17 11:00:00,29.7,66,19.9,6.25,8.61,320,321,11.6,0.2071,Location2
2021-01-17 12:00:00,30.4,57,17.1,5.94,8.05,327,328,11.4,0.1846,Location2
2021-01-17 13:00:00,30.4,55,16.3,5.83,7.96,321,321,10.9,0.1554,Location2
2021-01-17 14:00:00,30.4,54,15.8,5.81,8.02,319,320,10.7,0.1261,Location2
2021-01-17 15:00:00,30.7,53,15.4,5.24,7.16,325,324,10.8,0.0969,Location2
2021-01-17 16:00:00,29.8,55,15.5,4.13,5.8,328,328,9.6,0.0676,Location2
2021-01-17 17:00:00,25.0,67,15.7,1.84,4.43,331,332,7.3,0.0384,Location2
2021-01-17 18:00:00,22.4,72,14.8,1.8,4.63,341,346,3.1,0.0227,Location2
2021-01-17 19:00:00,23.6,68,14.6,1.8,4.18,341,349,3.7,0.0205,Location2
2021-01-17 20:00:00,23.5,68,14.5,1.1,3.1,355,360,3.1,0.0184,Location2
2021-01-17 21:00:00,23.0,69,14.3,1.0,2.32,6,7,1.9,0.0162,Location2
2021-01-17 22:00:00,22.9,69,14.2,0.82,1.65,14,14,1.4,0.014,Location2
2021-01-17 23:00:00,23.0,69,14.2,0.41,1.0,284,354,1.3,0.0119,Location2
2021-01-18 00:00:00,23.0,69,14.3,0.36,0.89,236,333,0.7,0.0097,Location2
2021-01-18 01:00:00,23.0,69,14.3,0.36,0.78,236,320,0.6,0.0076,Location2
2021-01-18 02:00:00,23.5,68,14.4,0.54,1.0,248,307,1.0,0.0054,Location2
2021-01-18 03:00:00,23.6,68,14.5,0.71,1.39,315,330,1.4,0.0032,Location2
2021-01-18 04:00:00,23.5,69,14.7,0.94,1.75,328,336,1.7,0.0011,Location2
2021-01-18 05:00:00,23.5,70,15.1,0.61,1.06,279,311,1.7,0.0,Location2
2021-01-18 06:00:00,22.9,74,15.8,1.22,2.72,279,287,1.8,0.0,Location2
2021-01-18 07:00:00,23.5,74,16.3,0.92,1.65,283,284,2.7,0.0,Location2
2021-01-18 08:00:00,23.5,75,16.8,0.45,0.81,207,240,1.7,0.0,Location2
2021-01-18 09:00:00,23.8,76,17.3,0.63,0.92,198,221,1.9,0.0,Location2
2021-01-18 10:00:00,24.4,77,18.1,0.89,1.02,153,169,2.5,0.0,Location2
2021-01-18 11:00:00,25.7,74,18.7,1.55,1.91,165,174,4.1,0.0,Location2
2021-01-18 12:00:00,27.7,71,19.6,0.92,1.17,193,200,4.3,0.0031,Location2
2021-01-18 13:00:00,27.6,73,20.2,0.41,0.51,166,191,3.7,0.0092,Location2
2021-01-18 14:00:00,28.0,74,20.8,0.4,0.45,360,333,2.5,0.0153,Location2
2021-01-18 15:00:00,27.9,74,20.8,2.14,2.58,37,36,4.2,0.0214,Location2
2021-01-18 16:00:00,24.2,78,18.2,4.72,6.3,32,33,8.5,0.0276,Location2
2021-01-18 17:00:00,21.6,77,15.4,4.2,5.61,12,11,8.7,0.0337,Location2
2021-01-18 18:00:00,19.9,76,13.6,3.69,5.26,347,346,7.6,0.0497,Location2
2021-01-18 19:00:00,20.2,73,12.8,4.05,5.85,327,327,7.3,0.0756,Location2
2021-01-18 20:00:00,20.2,71,12.4,4.12,5.97,309,310,7.3,0.1015,Location2
2021-01-18 21:00:00,19.5,75,12.8,3.29,5.61,290,292,7.3,0.1274,Location2
2021-01-18 22:00:00,19.7,77,13.6,3.16,5.8,259,269,5.7,0.1533,Location2
2021-01-18 23:00:00,21.7,76,15.3,3.94,6.76,234,246,6.3,0.1792,Location2
2021-01-19 00:00:00,23.4,80,18.1,4.96,8.05,236,242,8.4,0.2052,Location2
2021-01-19 01:00:00,24.8,82,20.1,5.36,8.68,233,237,9.0,0.2311,Location2
2021-01-19 02:00:00,26.0,83,21.7,6.41,10.31,247,250,10.9,0.257,Location2
2021-01-19 03:00:00,28.4,85,24.4,7.13,11.38,285,288,12.2,0.2829,Location2
2021-01-19 04:00:00,29.1,83,24.5,7.98,12.62,300,302,13.6,0.3088,Location2
2021-01-19 05:00:00,27.3,86,23.8,8.93,13.85,319,321,15.5,0.318,Location2
2021-01-19 06:00:00,23.0,87,19.8,6.72,10.6,337,339,15.9,0.3104,Location2
2021-01-19 07:00:00,19.6,76,13.1,7.09,10.66,344,343,13.2,0.3028,Location2
2021-01-19 08:00:00,17.1,71,9.1,7.46,10.97,342,341,13.8,0.2952,Location2
2021-01-19 09:00:00,16.4,65,6.7,7.17,10.16,337,336,13.1,0.2877,Location2
2021-01-19 10:00:00,15.4,59,3.7,7.16,10.06,332,332,13.0,0.2801,Location2
2021-01-19 11:00:00,14.9,56,2.0,7.07,9.75,331,332,13.2,0.2725,Location2
2021-01-19 12:00:00,15.7,53,1.4,6.91,9.35,326,325,13.1,0.2495,Location2
2021-01-19 13:00:00,16.9,50,1.6,6.58,8.84,317,316,13.0,0.2111,Location2
2021-01-19 14:00:00,18.0,50,2.3,5.81,7.67,311,310,12.5,0.1726,Location2
2021-01-19 15:00:00,19.1,48,2.8,4.58,6.05,302,301,11.1,0.1341,Location2
2021-01-19 16:00:00,19.8,47,2.9,3.67,5.03,287,287,8.8,0.0957,Location2
2021-01-19 17:00:00,18.5,51,3.2,3.13,5.6,263,268,6.9,0.0572,Location2
2021-01-19 18:00:00,13.2,66,4.0,2.75,6.0,237,246,5.2,0.0504,Location2
2021-01-19 19:00:00,13.4,67,4.5,4.53,8.08,221,229,7.2,0.0751,Location2
2021-01-19 20:00:00,14.4,70,6.4,5.42,9.69,218,224,8.9,0.0999,Location2
2021-01-19 21:00:00,16.0,72,8.5,6.06,10.76,218,222,10.1,0.1246,Location2
2021-01-19 22:00:00,18.1,74,11.3,6.66,11.81,216,219,11.2,0.1494,Location2
2021-01-19 23:00:00,20.5,76,14.2,7.52,12.88,216,218,12.7,0.1741,Location2
2021-01-20 00:00:00,23.2,76,16.8,8.06,13.56,217,220,13.7,0.1989,Location2
2021-01-20 01:00:00,25.3,74,18.2,8.64,14.43,217,219,14.8,0.2236,Location2
2021-01-20 02:00:00,27.1,70,18.7,8.41,14.1,215,216,14.8,0.2484,Location2
2021-01-20 03:00:00,27.9,67,18.3,8.78,14.52,217,218,15.1,0.2731,Location2
2021-01-20 04:00:00,27.9,64,17.2,9.0,14.86,221,223,15.4,0.2979,Location2
2021-01-20 05:00:00,28.2,59,15.9,9.0,15.01,233,235,15.5,0.3134,Location2
2021-01-20 06:00:00,29.3,57,16.1,9.15,15.31,248,251,16.2,0.3198,Location2
2021-01-20 07:00:00,30.8,53,15.7,8.42,14.26,254,259,15.8,0.3261,Location2
2021-01-20 08:00:00,34.4,48,17.0,8.6,14.62,269,273,14.6,0.3325,Location2
2021-01-20 09:00:00,37.0,47,18.6,9.18,15.06,281,284,15.8,0.3389,Location2
2021-01-20 10:00:00,38.3,49,20.6,9.65,15.23,283,285,16.4,0.3452,Location2
2021-01-20 11:00:00,40.1,48,21.7,10.26,15.76,283,284,18.8,0.3516,Location2
2021-01-20 12:00:00,40.6,45,20.8,11.12,16.21,278,279,19.4,0.3252,Location2
2021-01-20 13:00:00,40.4,39,17.3,11.93,17.46,284,285,21.3,0.2661,Location2
2021-01-20 14:00:00,40.5,37,16.0,11.51,16.92,287,288,21.6,0.2069,Location2
2021-01-20 15:00:00,39.6,37,15.7,11.6,17.31,294,295,21.5,0.1478,Location2
2021-01-20 16:00:00,38.0,38,14.9,10.69,16.38,297,298,20.5,0.0887,Location2
2021-01-20 17:00:00,35.4,42,14.6,10.02,15.89,297,299,18.6,0.0296,Location2
2021-01-20 18:00:00,33.6,47,15.6,9.4,15.3,294,296,17.3,0.0,Location2
2021-01-20 19:00:00,33.3,47,15.1,9.08,14.75,291,293,16.3,0.0,Location2
2021-01-20 20:00:00,32.5,48,14.7,8.74,14.26,286,289,15.7,0.0,Location2
2021-01-20 21:00:00,31.8,49,14.7,8.4,13.88,282,285,15.1,0.0,Location2
2021-01-20 22:00:00,31.2,51,15.0,8.36,13.79,277,280,14.5,0.0,Location2
2021-01-20 23:00:00,30.9,52,15.2,8.44,13.93,275,278,14.7,0.0,Location2
2021-01-21 00:00:00,30.1,53,15.1,8.0,13.33,271,274,14.6,0.0,Location2
2021-01-21 01:00:00,29.7,54,15.1,8.5,14.02,271,273,14.4,0.0,Location2
2021-01-21 02:00:00,30.1,53,14.9,8.83,14.34,280,282,15.4,0.0,Location2
2021-01-21 03:00:00,30.5,53,15.2,8.79,14.32,289,292,15.2,0.0,Location2
2021-01-21 04:00:00,29.9,54,15.4,8.71,14.19,292,294,15.3,0.0,Location2
2021-01-21 05:00:00,29.1,56,15.5,8.82,14.23,293,295,15.2,0.0,Location2
2021-01-21 06:00:00,26.5,65,16.4,8.81,14.24,298,299,15.6,0.0,Location2
2021-01-21 07:00:00,25.3,69,16.3,8.46,13.72,299,301,15.4,0.0,Location2
2021-01-21 08:00:00,24.3,73,16.9,8.18,13.23,303,305,14.7,0.0,Location2
2021-01-21 09:00:00,25.3,72,17.5,8.04,12.43,308,309,14.5,0.0,Location2
2021-01-21 10:00:00,26.3,65,16.2,8.85,12.81,312,313,15.3,0.0,Location2
2021-01-21 11:00:00,25.8,60,13.8,7.76,11.01,308,309,15.6,0.0,Location2
2021-01-21 12:00:00,25.6,57,12.4,7.99,11.4,304,305,14.1,0.0263,Location2
2021-01-21 13:00:00,24.3,61,12.8,6.71,9.32,332,330,14.3,0.079,Location2
2021-01-21 14:00:00,20.5,67,11.1,5.54,7.57,353,352,12.0,0.1317,Location2
2021-01-21 15:00:00,20.2,61,8.9,5.98,8.32,339,340,10.9,0.1843,Location2
2021-01-21 16:00:00,21.0,52,6.1,6.52,9.18,339,340,11.6,0.237,Location2
2021-01-21 17:00:00,19.2,55,5.8,5.98,8.77,339,339,11.7,0.2897,Location2
2021-01-21 18:00:00,13.3,71,5.5,5.01,8.1,334,334,10.4,0.3034,Location2
2021-01-21 19:00:00,12.2,72,4.8,4.75,7.8,338,337,8.6,0.2782,Location2
2021-01-21 20:00:00,11.1,73,4.1,4.49,7.41,339,339,8.2,0.253,Location2
2021-01-21 21:00:00,10.4,74,3.7,4.02,6.94,333,335,7.8,0.2279,Location2
2021-01-21 22:00:00,10.2,74,3.7,3.64,6.49,328,331,6.9,0.2027,Location2
2021-01-21 23:00:00,10.0,75,3.7,3.42,6.19,322,326,6.3,0.1775,Location2
2021-01-22 00:00:00,9.6,76,3.7,2.9,5.52,314,318,5.9,0.1523,Location2
2021-01-22 01:00:00,9.3,77,3.7,2.58,5.24,306,312,5.0,0.1271,Location2
2021-01-22 02:00:00,9.1,77,3.4,2.46,5.06,297,308,4.5,0.102,Location2
2021-01-22 03:00:00,9.2,76,3.1,2.31,4.85,288,302,4.2,0.0768,Location2
2021-01-22 04:00:00,9.2,75,3.0,2.21,4.68,275,290,3.9,0.0516,Location2
2021-01-22 05:00:00,9.4,75,3.1,2.43,5.0,261,272,4.2,0.0471,Location2
2021-01-22 06:00:00,8.7,73,1.8,2.38,5.1,255,268,4.7,0.0632,Location2
2021-01-22 07:00:00,9.8,71,2.4,2.86,5.8,245,255,4.8,0.0794,Location2
2021-01-22 08:00:00,10.1,73,3.3,3.36,6.33,240,249,5.6,0.0955,Location2
2021-01-22 09:00:00,12.0,70,4.1,3.72,6.4,246,256,6.3,0.1116,Location2
2021-01-22 10:00:00,15.6,61,4.6,4.18,5.76,259,262,7.9,0.1278,Location2
2021-01-22 11:00:00,18.8,55,5.4,4.73,6.22,264,265,9.2,0.1439,Location2
2021-01-22 12:00:00,21.7,49,5.6,4.32,5.51,265,266,9.2,0.1397,Location2
2021-01-22 13:00:00,23.7,45,5.6,3.93,5.14,263,263,8.8,0.115,Location2
2021-01-22 14:00:00,25.3,43,5.7,3.91,5.12,257,258,8.3,0.0903,Location2
2021-01-22 15:00:00,26.3,41,5.9,3.98,5.18,258,260,8.2,0.0657,Location2
2021-01-22 16:00:00,26.2,42,6.2,3.81,5.12,256,258,7.9,0.041,Location2
2021-01-22 17:00:00,23.7,48,6.7,2.47,5.15,249,252,7.1,0.0163,Location2
2021-01-22 18:00:00,19.6,64,9.3,2.1,5.12,270,276,4.2,0.0139,Location2
2021-01-22 19:00:00,19.2,65,9.4,1.87,4.91,254,266,3.7,0.0337,Location2
2021-01-22 20:00:00,18.5,68,9.6,1.58,4.05,235,254,3.2,0.0535,Location2
2021-01-22 21:00:00,18.8,67,9.8,2.13,4.48,221,231,3.4,0.0733,Location2
2021-01-22 22:00:00,19.0,66,9.7,2.3,5.3,214,224,3.8,0.0931,Location2
2021-01-22 23:00:00,19.9,64,9.9,3.02,6.7,214,218,4.9,0.1129,Location2
2021-01-23 00:00:00,20.5,66,11.0,2.97,6.78,213,217,5.2,0.1327,Location2
2021-01-23 01:00:00,20.2,71,12.4,3.18,6.91,208,214,5.3,0.1525,Location2
2021-01-23 02:00:00,19.9,75,13.2,3.18,7.0,208,211,5.5,0.1723,Location2
2021-01-23 03:00:00,19.6,78,13.7,3.36,7.34,203,204,5.7,0.1921,Location2
2021-01-23 04:00:00,19.3,80,14.2,3.77,7.93,202,203,6.3,0.2119,Location2
2021-01-23 05:00:00,19.3,83,14.9,3.99,8.25,202,203,6.8,0.2093,Location2
2021-01-23 06:00:00,20.6,87,17.4,3.98,7.57,192,195,7.0,0.1845,Location2
2021-01-23 07:00:00,20.8,89,18.0,3.61,7.05,194,198,6.7,0.1596,Location2
2021-01-23 08:00:00,20.8,89,18.1,3.81,7.21,194,197,6.5,0.1347,Location2
2021-01-23 09:00:00,21.4,87,18.2,4.49,7.67,192,195,7.4,0.1099,Location2
2021-01-23 10:00:00,24.4,78,18.5,4.71,6.91,192,194,8.5,0.085,Location2
2021-01-23 11:00:00,27.7,68,18.4,4.74,6.39,198,200,9.2,0.0602,Location2
2021-01-23 12:00:00,30.1,63,18.9,4.34,5.64,206,207,9.2,0.0438,Location2
